"GEOID","trd_count","pop.density","smoking_counts","acs_population","places_population","race.white.NHL","race.not.white.HL","income.none","income.less.25k","income.between.25kand49.9k","income.between.50kand74.9k","income.greater.75k","CSMOKING_CrudePrev"
"41047010503",10,0.0407703623973231,689,4109,3870,0.383977353034245,0.655448913055167,0.0794024802336159,0.0958832124308186,0.0116105123302685,0.0940437281577505,0.245049155167231,17.8
"41047001501",4,1.58137904800981,577,4810,4408,0.281846492700631,0.481111648458507,0.142415452282652,0.139737377116302,0.204110855606436,0.351730975862545,0.287156965889282,13.1
"41047001503",8,2.43271683881889,1050,5583,5410,0.119176327539686,0.203433858092216,0.198665111555825,0.113233862117159,0.166211864498883,0.362299435337749,0.667317302207015,19.4
"41047010305",8,0.257775234059273,744,4839,4509,0.518583453333743,0.885221376026523,0.679019858551454,0.135877180789307,0.00836980727094198,0.289406240722978,0.609433168723647,16.5
"41047010502",3,1.31469819181806,827,6477,5953,0.34661557119475,0.591672393156303,0.481876456440921,0.00828194975187134,0.0282115376025408,0.168267360408746,0.214133385418166,13.9
"41047010702",2,0.0387182361030592,937,7488,6375,0.240195273501939,0.410013063775128,0.00800116558206843,0.129196795562259,0.0755148494572092,0.243523962291645,0.453461785860723,14.7
"41047000600",5,2.38983987369262,860,5095,4858,0.029306810015384,0.0500266919856197,0.0505243114883565,0.320636335930623,0.0958262741509256,0.157880949810325,0.0211582658744375,17.7
"41047002301",0,0.98185506543455,454,3571,3176,0.25009606622942,0.42691370591022,0.0167003942610292,0.246301637461045,0.0404479129834265,0.746878012490017,0.402209183988245,14.3
"41047001200",2,1.64280353545103,492,3719,3593,0.308229736224298,0.526147815705889,0.226923342793037,0.0774353045982018,0.0627044525844866,0.292794441793417,0.451549807270367,13.7
"41047001502",5,2.05703515398075,935,5924,5253,0.0312128430206815,0.0532802881982539,0.171798385881952,0.0208285095063553,0.0831773839938355,0.0308774606938162,0.407771634589429,17.8
"41047001703",0,0.707210307111131,729,5351,4337,0.0359402485616566,0.0613499641802297,0.256136220517359,0.0812232206645307,0.0121235989224266,0.607452743411343,0.439757742728536,16.8
"41047002800",0,0.0929427267476625,528,4513,3852,0.329308700669146,0.56212958448607,0.0563617987488021,0.128484065904819,0.129757668017732,0.335052746002244,0.639017197506071,13.7
"41047001603",0,0.632445743207187,1212,8224,6964,0.370607029662472,0.632625785982766,0.226833511041127,0.0581140198598831,0.177545983494682,0.484980320270758,0.317175377145093,17.4
"41047000400",8,1.11740484828787,1086,5707,4938,0.0719028611606533,0.122738103747237,0.544008127950838,0.062667882797209,0.318129456538836,0.262405725167134,0.647900354413454,22
"41047010400",2,0.0647077694103582,760,5150,4999,0.066350807279016,0.113260753968178,0.560478505051233,0.10986367559549,0.0111200493698282,0.234916589120328,0.12683796543895,15.2
"41047001300",5,0.672545336954636,473,4354,4040,0.32321925733766,0.551734911515924,0.450101519367654,0.2115026053845,0.0592548677696482,0.483980931735468,1.00322094615951,11.7
"41047001803",1,0.30158077743942,1011,4748,5293,0.00433259428917745,0.00739573361582373,0.163000051969543,0.786814273141931,0.0381402542619107,0.442420099568125,0.52874253564897,19.1
"41047010600",7,0.0022051982772061,400,2428,2471,0.360490229204055,0.615356418892061,0.470575870324031,0.480313984993806,0.183057168839138,0.140489464010866,0.212334154604424,16.2
"41047010501",2,0.0162138551168634,799,6414,5436,0.40434631715535,0.690218712075181,0.20247126927339,0.0262881145401775,0.468861064734082,0.143369635938949,0.498704623724909,14.7
"41047010100",1,0.011772155566945,202,1447,1477,0.047717506593547,0.0814537304955425,0.247758134919832,0.0885411358591621,0.318030577716559,0.179847442407429,0.643907268878273,13.7
"41047002400",1,0.14130873505887,330,4079,3435,0.174496858589778,0.297865942849006,0.059401741821128,0.359090356911066,0.343521644525846,0.201076689766021,1.50841234546808,9.6
"41047001000",9,0.336951160497939,778,4629,3870,0.0558372287532807,0.0953140871594228,0.290955374586091,0.0408517979125947,0.201948980197515,0.0840612898437832,0.617525790509801,20.1
"41047010802",4,0.0630628784173748,1027,6683,6040,0.210664569170461,0.359604184441834,0.08966477795544,0.164406766494903,0.0925235716244075,0.235464459741415,0.124699146066294,17
"41047000200",5,1.27022340529117,362,3744,3233,0.169036528301009,0.288545165140595,0.253052396805521,0.435054997740425,0.0900448121729467,0.151411076195967,0.26779002080067,11.2
"41047010306",7,5.01098737048558,1776,10164,9060,0.499320395758604,0.852339358246121,0.0329998046788254,0.0144180692147008,0.0564342450537979,0.285461426116898,0.428270162636069,19.6
"41047002501",1,3.60906497379776,1091,9286,8868,0.218143309511177,0.372370385856079,0.276159281069526,0.2179371959553,0.0509372167529804,0.0540536068225439,0.866835022248207,12.3
"41047001602",3,7.85758188220799,1885,11046,9286,0.412386797020822,0.703943802231203,0.287195357340065,0.0542351434710272,0.0208590393104276,0.483011754480547,0.731552514585228,20.3
"41047001604",18,5.70247484568117,1740,9671,8364,0.355241664530342,0.606397124852191,0.0521762418427515,0.0261078140674686,0.107548428075307,0.462998015541873,0.538393228908968,20.8
"41047000701",9,5.01555188447527,2009,8901,8135,0.176355254883577,0.301038223248282,0.666840745848197,0.542800879072413,0.267399334291927,0.537337238743367,0.820617420106289,24.7
"41047002700",4,0.171851833571158,1132,8921,8510,0.425836790559035,0.726902926188794,0.267442350159058,0.108445574114671,0.113400452717346,0.293915858242752,1.01626924245686,13.3
"41047002000",8,3.28926854944426,1354,10572,9208,0.162367198849713,0.277160627211171,0.170412766274411,0.216568454917088,0.0333268157659466,0.00262019705664194,0.655160517445805,14.7
